Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
AGN70949,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,,2013-04-21,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AGN70971,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,,2013-04-22,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AGN70960,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,,2013-05-09,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AGN70927,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,,2013-05-01,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AGN29319,2013-06-09T00:00:00Z,Porcine epidemic diarrhea virus,6773,,Sus scrofa,,,polyprotein [Porcine epidemic diarrhea virus]
AGK89913,2013-05-08T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2012-08-20,polyprotein [Porcine epidemic diarrhea virus]
AGJ98436,2013-04-27T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011-10-10,ORF1ab [Infectious bronchitis virus]
AGH58716,2013-03-25T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Jordan,Homo sapiens,lung,2012-04,ORF1ab protein [Human betacoronavirus 2c Jordan-N3/2012]
AGG55742,2013-03-11T00:00:00Z,Porcine epidemic diarrhea virus,6648,China,Sus scrofa,,2012-03-15,polyprotein [Porcine epidemic diarrhea virus]
AGG55749,2013-03-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2012,polyprotein [Porcine epidemic diarrhea virus]
AGG55744,2013-03-11T00:00:00Z,Porcine epidemic diarrhea virus,6624,China,Sus scrofa,,2008,polyprotein [Porcine epidemic diarrhea virus]
AGG22540,2013-02-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Kingdom: England,Homo sapiens,,2012-09-19,ORF1ab [Human betacoronavirus 2c England-Qatar/2012]
AGE13890,2013-02-09T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AGD98684,2013-02-04T00:00:00Z,Porcine epidemic diarrhea virus,6773,China,,,,polyprotein [Porcine epidemic diarrhea virus]
AGA94619,2012-12-25T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-05,polyprotein [Porcine epidemic diarrhea virus]
AFY11706,2012-12-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2012-07-20,ORF1ab [Infectious bronchitis virus]
AFY11697,2012-12-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2012-07-12,ORF1ab [Infectious bronchitis virus]
AFY13306,2012-12-05T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Kingdom,Homo sapiens,,2012-09-11,ORF1b protein [Betacoronavirus England 1]
AFX98012,2012-12-03T00:00:00Z,Porcine epidemic diarrhea virus,6773,China,Sus scrofa,,2012-02,polyprotein [Porcine epidemic diarrhea virus]
AFX81107,2012-11-25T00:00:00Z,Alphacoronavirus 1,6682,"USA: Ithaca, NY",Canis lupus familiaris,,1978,ORF1ab polyprotein [Canine coronavirus]
AFX81097,2012-11-25T00:00:00Z,Alphacoronavirus 1,6682,"USA: Ithaca, NY",Canis lupus familiaris,,1978,ORF1ab polyprotein [Canine coronavirus]
AFX81090,2012-11-25T00:00:00Z,Alphacoronavirus 1,6709,Germany,Canis lupus familiaris,,1971,ORF1ab polyprotein [Canine coronavirus]
AFW98997,2012-11-19T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-12,polyprotein [Porcine epidemic diarrhea virus]
AFW97356,2012-11-18T00:00:00Z,Betacoronavirus 1,7094,South Korea,Canis lupus familiaris,lung,2008,orf1ab [Canine respiratory coronavirus]
AFV53147,2012-10-30T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2004,replicase polyprotein 1ab [Human coronavirus NL63]
AFV46343,2012-10-28T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-04-10,polyprotein [Porcine epidemic diarrhea virus]
AFV09313,2012-10-21T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-02,polyprotein 1ab [Porcine epidemic diarrhea virus]
AFU92121,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6783,Hong Kong,Chiroptera,,2010-08,orf1ab polyprotein [Hipposideros bat coronavirus HKU10]
AFU92112,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6781,China,Chiroptera,,2005-10,orf1ab polyprotein [Rousettus bat coronavirus HKU10]
AFU92085,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6781,Hong Kong,Chiroptera,,2006-10,orf1ab polyprotein [Hipposideros bat coronavirus HKU10]
AFU92094,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6781,Hong Kong,Chiroptera,,2005-12,orf1ab polyprotein [Hipposideros bat coronavirus HKU10]
AFU92103,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6780,China,Chiroptera,,2005-10,orf1ab polyprotein [Rousettus bat coronavirus HKU10]
AFU92069,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6781,Hong Kong,Chiroptera,,2006-12,orf1ab polyprotein [Hipposideros bat coronavirus HKU10]
AFU92130,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6783,Hong Kong,Chiroptera,,2010-08,orf1ab polyprotein [Hipposideros bat coronavirus HKU10]
AFU92077,2012-10-17T00:00:00Z,Bat coronavirus HKU10,6781,Hong Kong,Chiroptera,,2006-12,orf1ab polyprotein [Hipposideros bat coronavirus HKU10]
AFS88944,2012-09-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,,Homo sapiens,,2012-06-13,ORF1ab [Human betacoronavirus 2c EMC/2012]
AFR79255,2012-09-22T00:00:00Z,Human coronavirus 229E,6763,Italy,Homo sapiens,oronasopharynx,2009,replicase polyprotein 1ab [Human coronavirus 229E]
AFR79248,2012-09-22T00:00:00Z,Human coronavirus 229E,6763,Netherlands,Homo sapiens,oronasopharynx,2010,replicase polyprotein 1ab [Human coronavirus 229E]
AFR58699,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,,,2010-02-05,polyprotein orf1ab [Severe acute respiratory syndrome-related coronavirus]
AFR58741,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,,,2010-02-05,polyprotein orf1ab [Severe acute respiratory syndrome-related coronavirus]
AFR58727,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,,,2010-02-05,polyprotein orf1ab [Severe acute respiratory syndrome-related coronavirus]
AFR58685,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,,,2010-02-05,polyprotein orf1ab [Severe acute respiratory syndrome-related coronavirus]
AFR58671,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,,,2010-02-10,polyprotein orf1ab [Severe acute respiratory syndrome-related coronavirus]
AFR58713,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,,,2010-02-10,polyprotein orf1ab [Severe acute respiratory syndrome-related coronavirus]
AFR54325,2012-09-16T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-02-10,polyprotein [Porcine epidemic diarrhea virus]
AFQ94212,2012-09-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,,ORF1ab [Infectious bronchitis virus]
AFQ94230,2012-09-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,1997,ORF1ab [Infectious bronchitis virus]
AFQ94239,2012-09-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2001,ORF1ab [Infectious bronchitis virus]
AFQ94221,2012-09-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011-11-03,ORF1ab [Infectious bronchitis virus]
AFQ55883,2012-09-02T00:00:00Z,Human coronavirus NL63,6724,China,Homo sapiens,oronasopharynx,2009-01-24,replicase polyprotein 1ab [Human coronavirus NL63]
AFH58022,2012-08-31T00:00:00Z,Alphacoronavirus 1,6618,,,,,1ab polyprotein [Feline coronavirus]
AFQ37597,2012-08-29T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2011-05,polyprotein [Porcine epidemic diarrhea virus]
AFQ31008,2012-08-27T00:00:00Z,Avian coronavirus,6630,South Korea,Gallus gallus,,1991,polymerase/replicase [Infectious bronchitis virus]
AFP81694,2012-08-18T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2012-02-11,polyprotein [Porcine epidemic diarrhea virus]
AFP36388,2012-08-08T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,abdominal cavity,2012,polyprotein [Porcine epidemic diarrhea virus]
AFO70496,2012-08-01T00:00:00Z,Human coronavirus NL63,6724,"China: Beijing Children's Hospital, Beijing",Homo sapiens,oronasopharynx,2008-11-04,1ab polyprotein [Human coronavirus NL63]
AFO11505,2012-07-28T00:00:00Z,Murine coronavirus,7180,USA,,,1947-08-14,polyprotein ORF1ab [Murine coronavirus]
AFO11514,2012-07-28T00:00:00Z,Murine coronavirus,7181,USA,,,1947-08-14,polyprotein ORF1ab [Murine coronavirus]
AFM43866,2012-06-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2009-01-01,polyprotein orf1ab [SARS coronavirus ExoN1]
AFK10253,2012-05-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,United Kingdom,,,2003-04-16,orf1ab polyprotein [SARS coronavirus HKU-39849]
AFJ11175,2012-05-09T00:00:00Z,Avian coronavirus,6631,Sweden,Gallus gallus,allantoic fluid,2010,ORF2b [Infectious bronchitis virus]
AFH35028,2012-05-06T00:00:00Z,Avian coronavirus,6629,China,Gallus gallus,"kidney, abdominal cavity",2009-04,1ab polyprotein [Infectious bronchitis virus]
AFE85968,2012-05-05T00:00:00Z,Porcine epidemic diarrhea virus,6773,South Korea,Sus scrofa,,,polyprotein [Porcine epidemic diarrhea virus]
AFE85967,2012-05-05T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2009,polyprotein [Porcine epidemic diarrhea virus]
AFG25758,2012-04-30T00:00:00Z,Murine coronavirus,7176,,Rattus,,,1ab polyprotein [Rat coronavirus]
AFG25768,2012-04-30T00:00:00Z,Murine coronavirus,7175,,Rattus,,,1ab polyprotein [Rat coronavirus]
AFI49429,2012-04-29T00:00:00Z,Human coronavirus 229E,6762,USA,Vicugna pacos,,2008,replicase polyprotein 1ab [Alpaca respiratory coronavirus]
AFH55120,2012-04-15T00:00:00Z,Alphacoronavirus 1,6709,,Felis catus,,,polyprotein 1ab [Feline coronavirus]
AFH55129,2012-04-15T00:00:00Z,Alphacoronavirus 1,6709,,Felis catus,,,polyprotein 1ab [Feline infectious peritonitis virus]
AFG19735,2012-04-01T00:00:00Z,Alphacoronavirus 1,6684,,Canis lupus familiaris,feces,,1ab [Canine coronavirus]
AFG19738,2012-04-01T00:00:00Z,Alphacoronavirus 1,6685,,Canis lupus familiaris,,,1ab [Canine coronavirus]
AFE48810,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,7151,China,Oryctolagus cuniculus,,2007,polyprotein [Rabbit coronavirus HKU14]
AFE48811,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,7151,China,Oryctolagus cuniculus,,2007,polyprotein [Rabbit coronavirus HKU14]
AFE48822,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,7112,China,Oryctolagus cuniculus,,2007,polyprotein [Rabbit coronavirus HKU14]
AFE48800,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,7151,China,Oryctolagus cuniculus,,2006,polyprotein [Rabbit coronavirus HKU14]
AFD98805,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-01-23,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98756,2012-03-24T00:00:00Z,Human coronavirus NL63,6724,"USA: Denver, CO",Homo sapiens,oronasopharynx,2009-03-01,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98812,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-02-01,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98784,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-01-11,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98798,2012-03-24T00:00:00Z,Human coronavirus NL63,6724,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-01-19,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98763,2012-03-24T00:00:00Z,Human coronavirus NL63,6724,"USA: Denver, CO",Homo sapiens,oronasopharynx,2009-02-13,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98749,2012-03-24T00:00:00Z,Human coronavirus NL63,6724,"USA: Denver, CO",Homo sapiens,oronasopharynx,2009-03-16,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98819,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-04-12,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98826,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-11,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98777,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2009-03-12,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD97615,2012-03-24T00:00:00Z,Murine coronavirus,7179,,,,,1ab [Murine hepatitis virus strain S/3239-17]
AFD98791,2012-03-24T00:00:00Z,Human coronavirus NL63,6724,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-01-18,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98770,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2008-01-08,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD98833,2012-03-24T00:00:00Z,Human coronavirus NL63,6729,"USA: Denver, CO",Homo sapiens,oronasopharynx,2005-11-21,replicase polyprotein orf1ab [Human coronavirus NL63]
AFD56971,2012-03-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,United Kingdom,,,2003-04-16,orf1ab polyprotein [SARS coronavirus HKU-39849]
AFD29233,2012-03-19T00:00:00Z,Wigeon coronavirus HKU20,6206,China: Hong Kong,Mareca,,2008,replicase polyprotein [Wigeon coronavirus HKU20]
AFD29193,2012-03-19T00:00:00Z,Coronavirus HKU15,6267,China: Hong Kong,Sus scrofa,,2010,replicase polyprotein [Porcine coronavirus HKU15]
AFD29186,2012-03-19T00:00:00Z,Coronavirus HKU15,6267,China: Hong Kong,Sus scrofa,,2009,replicase polyprotein [Porcine coronavirus HKU15]
AFD29208,2012-03-19T00:00:00Z,Sparrow coronavirus HKU17,6277,China: Hong Kong,Passeridae,,2007,replicase polyprotein [Sparrow coronavirus HKU17]
AFD29216,2012-03-19T00:00:00Z,Magpie-robin coronavirus HKU18,6253,China: Hong Kong,Muscicapidae,,2007,replicase polyprotein [Magpie-robin coronavirus HKU18]
AFD29225,2012-03-19T00:00:00Z,Night heron coronavirus HKU19,6280,China: Hong Kong,Ardeidae,,2007,replicase polyprotein [Night heron coronavirus HKU19]
AFD29200,2012-03-19T00:00:00Z,White-eye coronavirus HKU16,6295,China: Hong Kong,Zosteropidae,,2007,replicase polyprotein [White-eye coronavirus HKU16]
AFD29243,2012-03-19T00:00:00Z,Common moorhen coronavirus HKU21,6208,China: Hong Kong,Gallinula chloropus,,2007,replicase polyprotein [Common moorhen coronavirus HKU21]
AFC98503,2012-03-12T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2011-04-25,polyprotein [Porcine epidemic diarrhea virus]
AFB77239,2012-02-28T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-05-03,polyprotein [Porcine epidemic diarrhea virus]
AEQ61967,2011-10-22T00:00:00Z,Alphacoronavirus 1,6683,"USA: Ithaca, NY",Canis lupus familiaris,,1976,ORF1ab polyprotein [Canine coronavirus]
AEQ55003,2011-10-19T00:00:00Z,Porcine epidemic diarrhea virus,6780,China,Sus scrofa,abdominal cavity,1986,polyprotein [Porcine epidemic diarrhea virus]
AEN19355,2011-10-17T00:00:00Z,Betacoronavirus 1,7091,China: Hong Kong,Homo sapiens,,2004-11,replicase polyprotein [Human coronavirus OC43]
AEN19363,2011-10-17T00:00:00Z,Betacoronavirus 1,7095,China: Hong Kong,Homo sapiens,,2004-11,replicase polyprotein [Human coronavirus OC43]
ADV71786,2011-08-26T00:00:00Z,Avian coronavirus,6611,Netherlands,Gallus gallus,,1960,polyprotein 1ab [Infectious bronchitis virus]
ADV71798,2011-08-26T00:00:00Z,Avian coronavirus,6628,USA,Gallus gallus,,1954,polyprotein 1ab [Infectious bronchitis virus]
ADV71761,2011-08-26T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1971,polyprotein 1ab [Infectious bronchitis virus]
ADV71773,2011-08-26T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1960,polyprotein 1ab [Infectious bronchitis virus]
ADV71735,2011-08-26T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1991,polyprotein 1ab [Infectious bronchitis virus]
ADV71748,2011-08-26T00:00:00Z,Avian coronavirus,6602,USA,Gallus gallus,,1992,polyprotein 1ab [Infectious bronchitis virus]
ADV71811,2011-08-26T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1956,polyprotein 1ab [Infectious bronchitis virus]
ADV71823,2011-08-26T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1964,polyprotein 1ab [Infectious bronchitis virus]
AEL12219,2011-08-03T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2007-05-07,1ab polyprotein [Infectious bronchitis virus]
AEK25520,2011-07-14T00:00:00Z,Alphacoronavirus 1,6692,Netherlands: Utrecht,Felis catus,,2010-03-12,polyprotein orf1ab [Feline coronavirus UU54]
AEK25510,2011-07-14T00:00:00Z,Alphacoronavirus 1,6698,Netherlands: Utrecht,Felis catus,,2010-07-14,polyprotein orf1ab [Feline coronavirus UU47]
ADA83546,2011-04-27T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1965,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83556,2011-04-27T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1972,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83506,2011-04-27T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1966,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83526,2011-04-27T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1983,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83516,2011-04-27T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1972,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83496,2011-04-27T00:00:00Z,Avian coronavirus,6619,USA,Gallus gallus,,2003,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83576,2011-04-27T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1985,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83486,2011-04-27T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1995,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83566,2011-04-27T00:00:00Z,Avian coronavirus,6629,USA,Gallus gallus,,1979,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83536,2011-04-27T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,1991,replicase polyprotein 1ab [Infectious bronchitis virus]
ADA83476,2011-04-27T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,2006,replicase polyprotein 1ab [Infectious bronchitis virus]
AEB00723,2011-04-11T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,embryo,2007-08-25,polyprotein 1ab [Infectious bronchitis virus]
AEB00714,2011-04-11T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,embryo,2005-08-15,polyprotein 1ab [Infectious bronchitis virus]
AEA10502,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10397,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-08,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10487,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10562,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10577,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10592,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-18,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10652,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15]
AEA10742,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-18,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10637,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15]
AEA10667,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15]
AEA10622,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-08,polyprotein orf1ab [SARS coronavirus MA15]
AEA10727,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10532,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10772,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-18,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10817,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-08-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10847,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10757,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-18,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10832,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-08-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10862,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10907,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10997,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",,,2009-03-18,polyprotein orf1ab [SARS coronavirus wtic-MB]
AEA11012,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",,,2009-03-18,polyprotein orf1ab [SARS coronavirus ExoN1]
AEA10547,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10472,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10952,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-19,polyprotein orf1ab [SARS coronavirus MA15]
AEA10457,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-08,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10607,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-18,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10877,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10682,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15]
AEA10517,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10802,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-08-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10892,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10982,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-19,polyprotein orf1ab [SARS coronavirus MA15]
AEA10412,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-08,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10937,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-19,polyprotein orf1ab [SARS coronavirus MA15]
AEA10442,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-08,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
